7	0.00337261	0.17718
7.5	0.127449	0.142442
8	0	0.142442
8.5	0	0.142442
9	0	0.142442
9.5	0	0.142442
10	0	0.142442
10.5	0	0.142442
11	0.0127873	0.0266474
11.5	0.129819	0.0374784
12	0.127516	0.0461722
12.5	0.125024	0.0532415
13	0.137816	0.0565464
13.5	0.00958082	0.0507597
14	0.12747	0.0560508
14.5	0.129874	0.0607317
15	0.127667	0.0647875
15.5	0.128255	0.0683979
16	0.127449	0.0719707
16.5	0.127449	0.0748021
17	0.127449	0.0773586
17.5	0.125458	0.0796197
18	0.127335	0.0817319
18.5	0.127506	0.0836698
19	0.127516	0.0854505
19.5	0.127449	0.0870905
20	0.129263	0.0888412
20.5	0.127449	0.0902341
21	0.127449	0.0905667
21.5	0	0.0905667
22	0	0.0905667
22.5	0	0.0905667
23	0	0.0905667
23.5	0	0.0905667
24	0	0.0905667
24.5	0	0.0905667
25	0	0.0905667
25.5	0	0.0905667
26	0	0.0905667
26.5	0	0.0905667
27	0	0.0905667
27.5	0	0.0905667
28	0	0.0905667
28.5	0	0.0905667
29	0	0.0905667
29.5	0	0.0905667
30	0	0.0905667
30.5	0	0.0905667
31	0	0.0905667
31.5	0	0.0905667
32	0.00138165	0.050263
32.5	0.125034	0.0517272
33	0.129927	0.0531737
33.5	0.125177	0.0545301
34	0.129341	0.0560337
34.5	0.127547	0.0573062
35	0.127444	0.0585334
35.5	0.127325	0.0597174
36	0.129419	0.060878
36.5	0.127272	0.0619834
37	0.127627	0.0630556
37.5	0.127449	0.064219
38	0.127449	0.0652184
38.5	0.127449	0.0661867
39	0.127449	0.0671254
39.5	0.121219	0.067983
40	0.134354	0.0689189
40.5	0.122566	0.0697356
41	0.123522	0.070536
41.5	0.135813	0.071515
42	0.127382	0.0722979
42.5	0.104281	0.0724342
43	0	0.0724342
43.5	0	0.0724342
44	0	0.0724342
44.5	0	0.0724342
45	0	0.0724342
45.5	0	0.0724342
46	0	0.0724342
46.5	0	0.0724342
47	0	0.0724342
47.5	0	0.0724342
48	0	0.0724342
48.5	0	0.0724342
49	0.00920923	0.0622051
49.5	0.127449	0.0629591
50	0.125733	0.0636858
50.5	0.127423	0.0644057
51	0.127394	0.0651962
51.5	0.12748	0.0658829
52	0.127387	0.0665541
52.5	0.127542	0.0672117
53	0.127377	0.0678543
53.5	0.127434	0.0684837
54	0.127537	0.0691004
54.5	0.127428	0.0697039
55	0.109287	0.0701173
55.5	0.127458	0.07077
56	0.127501	0.0713381
56.5	0.127439	0.0718946
57	0.125632	0.0724299
57.5	0.129765	0.0729775
58	0.123056	0.0734769
58.5	0.131793	0.0740149
59	0.127335	0.0745192
59.5	0.127546	0.0750766
60	0.127454	0.0755618
60.5	0.127315	0.0760373
61	0.127553	0.0765055
61.5	0.127553	0.0766212
62	0.0182045	0.0757079
62.5	0.127439	0.0761659
63	0.127361	0.0766155
63.5	0.127486	0.0771127
64	0.12792	0.0775488
64.5	0.127449	0.0779751
65	0.127449	0.0783941
65.5	0.127449	0.0788061
66	0.127449	0.0792112
66.5	0.127449	0.0796096
67	0.127449	0.0800015
67.5	0.127449	0.0804348
68	0.127449	0.0808134
68.5	0.127449	0.0811859
69	0.127049	0.0815504
69.5	0.127558	0.0819118
70	0.127742	0.0822685
70.5	0.0920633	0.0823472
71	0.127449	0.0826935
71.5	0.127449	0.0830346
72	0.127449	0.0833704
72.5	0.127449	0.0837423
73	0.126551	0.0840631
73.5	0.12747	0.0843838
74	0.125119	0.084688
74.5	0.129873	0.0850108
75	0.125059	0.0853057
75.5	0.129873	0.0856195
76	0.127496	0.0859178
76.5	0.127282	0.0862108
77	0.125069	0.0864889
77.5	0.127367	0.0868095
78	0.129937	0.0871023
78.5	0.127412	0.0873794
79	0.127251	0.087652
79.5	0.125385	0.087912
80	0.129798	0.088189
80.5	0.127443	0.0884516
81	0.127527	0.0887433
81.5	0.126582	0.0889945
