3.5	0	-0
4	0.0159391	0.141406
4.5	0.124554	0.132446
5	0.12744	0.130599
5.5	0.127553	0.129847
6	0.127086	0.129477
6.5	0	0.129477
7	0	0.129477
7.5	0	0.129477
8	0	0.129477
8.5	0	0.129477
9	0	0.129477
9.5	0	0.129477
10	0	0.129477
10.5	0	0.129477
11	0	0.129477
11.5	0	0.129477
12	0	0.129477
12.5	0	0.129477
13	0	0.129477
13.5	0	0.129477
14	0	0.129477
14.5	0	0.129477
15	0	0.129477
15.5	0	0.129477
16	0	0.129477
16.5	0	0.129477
17	0	0.129477
17.5	0	0.129477
18	0	0.129477
18.5	0	0.129477
19	0	0.129477
19.5	0	0.129477
20	0	0.129477
20.5	0	0.129477
21	0.00206934	0.0188639
21.5	0.127449	0.0218413
22	0.127449	0.0246597
22.5	0.127449	0.0276559
23	0.127449	0.0301762
23.5	0.123111	0.0325441
24	0.130706	0.0348447
24.5	0.120294	0.0369666
25	0.127449	0.0385297
25.5	0	0.0385297
26	0	0.0385297
26.5	0	0.0385297
27	0	0.0385297
27.5	0	0.0385297
28	0.00255124	0.0340055
28.5	0.127449	0.0360755
29	0.127449	0.03784
29.5	0.127449	0.0395377
30	0.127449	0.0397454
30.5	0	0.0397454
31	0	0.0397454
31.5	0.0243489	0.0386819
32	0.127413	0.0400276
32.5	0.123694	0.041675
33	0.125321	0.0429206
33.5	0.12631	0.0443052
34	0.0810973	0.0450052
34.5	0.136501	0.0463638
35	0.103056	0.0473229
35.5	0.200127	0.0497558
36	0.129264	0.0505025
36.5	0	0.0505025
37	0	0.0505025
37.5	0	0.0505025
38	0.0146642	0.0482764
38.5	0.132426	0.0495588
39	0.127449	0.05064
39.5	0.12584	0.0516825
40	0.114025	0.0523898
40.5	0.13724	0.0537021
41	0.0740894	0.0539331
41.5	0.0953796	0.0543841
42	0.0154174	0.0538664
42.5	0.0681645	0.0541196
43	0.138414	0.0552081
43.5	0.125925	0.0560892
44	0.123043	0.0569322
44.5	0.135035	0.0578181
45	0.127315	0.0586442
45.5	0.12761	0.0594525
46	0.127385	0.0603381
46.5	0.127465	0.0611066
47	0.127434	0.0618575
47.5	0.127382	0.0625913
48	0.127522	0.0633097
48.5	0.127408	0.0636626
49	0	0.0636626
49.5	0	0.0636626
50	0	0.0636626
50.5	0	0.0636626
51	0	0.0636626
51.5	0	0.0636626
52	0	0.0636626
52.5	0	0.0636626
53	0.00164931	0.0577022
53.5	0.127239	0.0583884
54	0.127579	0.0590628
54.5	0.121427	0.0596949
55	0.133682	0.0603699
55.5	0.127704	0.0610857
56	0.127439	0.061708
56.5	0.127304	0.0623182
57	0.121624	0.0628901
57.5	0.128166	0.0634086
58	0.113269	0.0638527
58.5	0.105802	0.064305
59	0.126362	0.0648601
59.5	0.153544	0.0655886
60	0.149271	0.066367
60.5	0.127449	0.0668948
61	0.126361	0.0674085
61.5	0.127547	0.0679188
62	0.127527	0.0684205
62.5	0.128377	0.0689176
63	0.127449	0.0694624
63.5	0.127449	0.0699382
64	0.127449	0.0701146
64.5	0	0.0701146
65	0	0.0701146
65.5	0	0.0701146
66	0	0.0701146
66.5	0	0.0701146
67	0	0.0701146
67.5	0	0.0701146
68	0	0.0701146
68.5	0	0.0701146
69	0.0103744	0.065286
69.5	0.127449	0.0657499
70	0.127449	0.0660933
70.5	0	0.0660933
71	0	0.0660933
71.5	0	0.0660933
72	0	0.0660933
72.5	0	0.0660933
73	0	0.0660933
73.5	0	0.0660933
74	0	0.0660933
74.5	0	0.0660933
75	0	0.0660933
75.5	0	0.0660933
76	0	0.0660933
76.5	0.00235731	0.0602827
77	0.110483	0.0606221
77.5	0.129544	0.0610734
78	0.142085	0.0616139
78.5	0.123603	0.0620336
79	0.12058	0.0624371
79.5	0.0949532	0.0626492
80	0.126548	0.0630634
80.5	0.146144	0.0634695
81	0.0926379	0.0636926
81.5	0.120664	0.0640726
82	0.0925574	0.0642571
